Dataset,Fold,Oversampling,Classifier,k,AE Loss CE,AE Loss CE Validation,AE Loss MSE,AE Loss MSE Validation,Balanced F-Measure,Diversity,F1-Score Macro,FN,FP,G-Measure,Majority Accuracy,Minority Accuracy,Minority Cluster Count,ROC AUC Score,TN,TP
Creditcard Fraud,1,K-Means,Logistic Regression,1000,,,,,0.7586206896551724,0.08642584682536647,0.8790640654059909,11.0,45.0,0.9424359096333296,0.9992086242372017,0.8888888888888888,4.0,0.9440487565630453,56818.0,88.0
Creditcard Fraud,1,K-Means on Autoencoder Encoding,Logistic Regression,1000,0.5928733771382924,0.6024639877700926,0.0030778465115861545,0.008424517431376718,0.003470883146934053,23.799240248622212,0.001999163926573676,0.0,56848.0,0.016241672356403704,0.00026379192093276823,1.0,1.0,0.5001318959604664,15.0,99.0
Creditcard Fraud,1,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,0.5893756750780028,0.5892696786427414,0.0016072362025785238,0.002106109853367229,0.7323943661971831,0.04371132320528659,0.8659465477159108,21.0,36.0,0.8873443420326675,0.9993668993897613,0.7878787878787878,1.0,0.8936228436342746,56827.0,78.0
Creditcard Fraud,1,No Oversampling,Logistic Regression,1000,,,,,0.7323943661971831,,0.8659465477159108,21.0,36.0,0.8873443420326675,0.9993668993897613,0.7878787878787878,,0.8936228436342746,56827.0,78.0
Creditcard Fraud,1,SMOTE,Logistic Regression,1000,,,,,0.05806644717150554,0.08372395160884949,0.5148040925258249,2.0,3145.0,0.9620846885311908,0.9446916272444296,0.9797979797979798,0.0,0.9622448035212046,53718.0,97.0
Creditcard Fraud,2,K-Means,Logistic Regression,1000,,,,,0.8913043478260869,0.08050123864584702,0.9455642540959166,17.0,3.0,0.9100764415251934,0.9999472416158135,0.8282828282828283,4.0,0.9141150349493209,56860.0,82.0
Creditcard Fraud,2,K-Means on Autoencoder Encoding,Logistic Regression,1000,0.5876014498885884,0.5939575345917769,0.0015804465324990575,0.001502191357926573,0.45226130653266333,26.76065308638086,0.7256514270627704,54.0,55.0,0.673873728041018,0.9990327629565798,0.45454545454545453,1.0,0.7267891087510172,56808.0,45.0
Creditcard Fraud,2,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,0.5878068089485169,0.5941172244696883,0.0016437670137282997,0.0015596152636209626,0.8777777777777778,0.044007630358855465,0.9387921804910833,20.0,2.0,0.893281440101585,0.9999648277438756,0.797979797979798,2.0,0.8989723128618368,56861.0,79.0
Creditcard Fraud,2,No Oversampling,Logistic Regression,1000,,,,,0.6754966887417219,,0.8375330032969681,48.0,1.0,0.7177342513988016,0.9999824138719379,0.5151515151515151,,0.7575669645117264,56862.0,51.0
Creditcard Fraud,2,SMOTE,Logistic Regression,1000,,,,,0.16729323308270677,0.08515896451064542,0.5797213994582415,10.0,876.0,0.9408190881803169,0.9845945518175263,0.898989898989899,0.0,0.9417922254037127,55987.0,89.0
Creditcard Fraud,3,K-Means,Logistic Regression,1000,,,,,0.7243243243243244,0.06846573411662948,0.8619379607149638,31.0,20.0,0.8267000701609064,0.9996482774387563,0.6836734693877551,6.0,0.8416608734132557,56843.0,67.0
Creditcard Fraud,3,K-Means on Autoencoder Encoding,Logistic Regression,1000,0.5876430380673275,0.5945276896098163,0.0015651697822397475,0.001743676793683986,0.2885572139303483,22.12014104007478,0.6430189170426934,40.0,246.0,0.7676433664197538,0.9956738124967026,0.5918367346938775,3.0,0.7937552735952901,56617.0,58.0
Creditcard Fraud,3,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,0.5875041905993994,0.5943438611157236,0.0015354677729782973,0.001672337536675856,0.5714285714285714,0.0788920023348405,0.7854506236236211,58.0,2.0,0.6388653295360569,0.9999648277438756,0.40816326530612246,1.0,0.704064046524999,56861.0,40.0
Creditcard Fraud,3,No Oversampling,Logistic Regression,1000,,,,,0.5147058823529411,,0.7570629230723103,63.0,3.0,0.5975985398767224,0.9999472416158135,0.35714285714285715,,0.6785450493793352,56860.0,35.0
Creditcard Fraud,3,SMOTE,Logistic Regression,1000,,,,,0.09773123909249563,0.08002766125745353,0.5419540396419672,14.0,1537.0,0.9132219826378104,0.9729701211684223,0.8571428571428571,0.0,0.9150564891556398,55326.0,84.0
Creditcard Fraud,4,K-Means,Logistic Regression,1000,,,,,0.8961748633879781,0.2928372834706483,0.9480039071333723,16.0,3.0,0.9147079037086698,0.9999472416158135,0.8367346938775511,7.0,0.9183409677466823,56860.0,82.0
Creditcard Fraud,4,K-Means on Autoencoder Encoding,Logistic Regression,1000,0.589140746884438,0.5890961238769971,0.0016286720586125856,0.001726413770628474,0.029269861691862336,20.982080870183207,0.48661368743807254,7.0,6029.0,0.9111081181283027,0.8939732339130894,0.9285714285714286,1.0,0.9112723312422589,50834.0,91.0
Creditcard Fraud,4,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,0.5889629259717708,0.5888972734208292,0.0015765225168584396,0.001679078655042746,0.7672955974842768,0.03386788901286186,0.883485179964504,37.0,0.0,0.7889543583705186,1.0,0.6224489795918368,1.0,0.8112244897959184,56863.0,61.0
Creditcard Fraud,4,No Oversampling,Logistic Regression,1000,,,,,0.7272727272727273,,0.8634517774609892,42.0,0.0,0.7559289460184544,1.0,0.5714285714285714,,0.7857142857142857,56863.0,56.0
Creditcard Fraud,4,SMOTE,Logistic Regression,1000,,,,,0.08875739644970414,0.07134496092102705,0.5361208827923892,8.0,1840.0,0.9426825444015661,0.9676415243655805,0.9183673469387755,0.0,0.943004435652178,55023.0,90.0
Creditcard Fraud,5,K-Means,Logistic Regression,1000,,,,,0.7958115183246073,0.09870891613636967,0.8977343019518685,22.0,17.0,0.8804989235153385,0.9997010358229429,0.7755102040816326,5.0,0.8876056199522877,56846.0,76.0
Creditcard Fraud,5,K-Means on Autoencoder Encoding,Logistic Regression,1000,0.5912482775077098,0.5804649939189389,0.0016238706367044952,0.0015873215789521408,0.13404825737265416,19.32035230703597,0.5627290301517136,23.0,946.0,0.8675103023206875,0.9833635228531734,0.7653061224489796,5.0,0.8743348226510765,55917.0,75.0
Creditcard Fraud,5,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,0.5946233047267306,0.5937911302101888,0.0031375617761700233,0.00733301423244406,0.6621621621621622,0.06563828241941128,0.8308613472227303,49.0,1.0,0.7071005635240075,0.9999824138719379,0.5,4.0,0.7499912069359689,56862.0,49.0
Creditcard Fraud,5,No Oversampling,Logistic Regression,1000,,,,,0.453125,,0.7262549266657293,69.0,1.0,0.5439790099706372,0.9999824138719379,0.29591836734693877,,0.6479503906094383,56862.0,29.0
