Dataset,Oversampling,Classifier,k,,Balanced F-Measure,Diversity,F1-Score Macro,FN,FP,G-Measure,Majority Accuracy,Minority Accuracy,ROC AUC Score,TN,TP,ae_loss,k,kmeans_n_init
Creditcard Fraud,K-Means,Logistic Regression,3330,count,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0
Creditcard Fraud,K-Means,Logistic Regression,3330,mean,0.79649756256624,0.26183428850498514,0.8980641073367295,18.8,23.2,0.898199201483337,0.9995920018289572,0.8086992372706658,0.9041456195498115,56839.8,79.6,,3330.0,1000.0
Creditcard Fraud,K-Means,Logistic Regression,3330,std,0.09007241568910182,0.02729369650864481,0.04512902027350132,7.8230428862431785,21.53369452741447,0.04476863908000378,0.0003786943096110721,0.08022120940913735,0.04007910350019317,21.53369452741447,8.203657720797473,,0.0,0.0
Creditcard Fraud,K-Means,Logistic Regression,3330,min,0.6699029126213593,0.2351550766262367,0.8346524658431993,9.0,4.0,0.8388079231459945,0.9990679352127042,0.7040816326530612,0.851697886829318,56810.0,69.0,,3330.0,1000.0
Creditcard Fraud,K-Means,Logistic Regression,3330,25%,0.743801652892562,0.2362975805963785,0.8716281359587807,15.0,10.0,0.8688896636538084,0.9993141410055748,0.7551020408163265,0.8774630897678524,56824.0,74.0,,3330.0,1000.0
Creditcard Fraud,K-Means,Logistic Regression,3330,50%,0.8131868131868132,0.2578049385197012,0.906443942904291,17.0,10.0,0.9100684387073692,0.9998241387193781,0.8282828282828283,0.9141062418852898,56853.0,82.0,,3330.0,1000.0
Creditcard Fraud,K-Means,Logistic Regression,3330,75%,0.8691099476439791,0.2869670377796951,0.9344450653537619,24.0,39.0,0.9202118407043753,0.9998241387193781,0.8469387755102041,0.9233814571147911,56853.0,83.0,,3330.0,1000.0
Creditcard Fraud,K-Means,Logistic Regression,3330,max,0.8864864864864865,0.29294680900291414,0.9431509266236142,29.0,53.0,0.9530181412051372,0.9999296554877513,0.9090909090909091,0.9540794221518066,56859.0,90.0,,3330.0,1000.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,3330,count,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,3330,mean,0.4837201498009824,8.031852086556935,0.6709088593300688,32.0,11307.666666666666,0.7115110005916817,0.8011419259155046,0.6734693877551021,0.7373056568353032,45555.333333333336,66.0,0.5889790639199697,3330.0,1000.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,3330,std,0.4211253533250096,6.266530191047498,0.3320188302436541,15.716233645501712,19568.134743335486,0.16921639807294755,0.34412772353438065,0.1603697310765481,0.1593116005970987,19568.134743335486,15.716233645501712,0.0014652214088316368,0.0,0.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,3330,min,0.004284791923460703,2.9603386206226046,0.28968873400401063,21.0,1.0,0.548427785532,0.4037775003077572,0.4897959183673469,0.5743377297457154,22960.0,48.0,0.5877746257294945,3330.0,1000.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,3330,25%,0.32867300820662826,4.529068016864329,0.5579976098416592,23.0,10.0,0.6241379219329044,0.7017216819372879,0.6173469387755102,0.659613447932679,39902.0,60.5,0.5881634472633397,3330.0,1000.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,3330,50%,0.6530612244897959,6.097797413106054,0.826306485679308,25.0,19.0,0.6998480583338088,0.9996658635668185,0.7448979591836735,0.7448891661196424,56844.0,73.0,0.588552268797185,3330.0,1000.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,3330,75%,0.7234378287397433,10.5676088195241,0.8615189219930981,37.5,16961.0,0.7930526081215227,0.9998241387193783,0.7653061224489797,0.8187896203800973,56853.0,75.0,0.5895812830152074,3330.0,1000.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,3330,max,0.7938144329896907,15.037420225942144,0.8967313583068881,50.0,33903.0,0.8862571579092365,0.9999824138719379,0.7857142857142857,0.8926900746405521,56862.0,77.0,0.5906102972332297,3330.0,1000.0
Creditcard Fraud,No Oversampling,Logistic Regression,3330,count,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0
Creditcard Fraud,No Oversampling,Logistic Regression,3330,mean,0.6205989329129147,,0.8100498356423815,48.6,8.2,0.7005170178594566,0.9998557937498902,0.5055040197897341,0.752679906769812,56854.8,49.8,,,
Creditcard Fraud,No Oversampling,Logistic Regression,3330,std,0.12860028894173683,,0.0643442576868226,18.902380802428038,15.578831791889918,0.135432386262344,0.00027397133095144574,0.1937213273110949,0.09675266613005051,15.578831791889916,19.279522815671555,,,
Creditcard Fraud,No Oversampling,Logistic Regression,3330,min,0.453125,,0.7262549266657293,21.0,0.0,0.5439790099706372,0.9993668993897613,0.29591836734693877,0.6479503906094383,56827.0,29.0,,,
Creditcard Fraud,No Oversampling,Logistic Regression,3330,25%,0.5147058823529411,,0.7570629230723103,42.0,1.0,0.5975985398767224,0.9999472416158135,0.35714285714285715,0.6785450493793352,56860.0,35.0,,,
