Dataset,Fold,Oversampling,Classifier,k,Balanced F-Measure,Diversity,F1-Score Macro,FN,FP,G-Measure,Majority Accuracy,Minority Accuracy,ROC AUC Score,TN,TP,ae_loss,k,kmeans_n_init
Creditcard Fraud,1,K-Means,Logistic Regression,1000,0.7563025210084033,0.4498101915289987,0.8778961719268923,9.0,49.0,0.9530516916844985,0.999138279724953,0.9090909090909091,0.954114594407931,56814.0,90.0,,1000.0,1000.0
Creditcard Fraud,1,K-Means on Autoencoder Encoding,Logistic Regression,1000,0.004188348775225282,12.576159999346249,0.14893588481521955,0.0,47076.0,0.41486797338984865,0.1721154353446002,1.0,0.5860577176723001,9787.0,99.0,0.5893946950016395,1000.0,1000.0
Creditcard Fraud,1,No Oversampling,Logistic Regression,1000,0.7323943661971831,,0.8659465477159108,21.0,36.0,0.8873443420326675,0.9993668993897613,0.7878787878787878,0.8936228436342746,56827.0,78.0,,,
Creditcard Fraud,1,SMOTE,Logistic Regression,1000,0.14350453172205438,1.0844697098471356,0.5667167418823416,4.0,1130.0,0.9698074845536133,0.9801276752897314,0.9595959595959596,0.9698618174428455,55733.0,95.0,,1000.0,
Creditcard Fraud,2,K-Means,Logistic Regression,1000,0.8913043478260869,0.2677629794833658,0.9455642540959166,17.0,3.0,0.9100764415251934,0.9999472416158135,0.8282828282828283,0.9141150349493209,56860.0,82.0,,1000.0,1000.0
Creditcard Fraud,2,K-Means on Autoencoder Encoding,Logistic Regression,1000,0.051433638782146025,6.91513730961737,0.5112018430474539,12.0,3197.0,0.9107029803693721,0.943777148585196,0.8787878787878788,0.9112825136865375,53666.0,87.0,0.5877288196498069,1000.0,1000.0
Creditcard Fraud,2,No Oversampling,Logistic Regression,1000,0.6754966887417219,,0.8375330032969681,48.0,1.0,0.7177342513988016,0.9999824138719379,0.5151515151515151,0.7575669645117264,56862.0,51.0,,,
Creditcard Fraud,2,SMOTE,Logistic Regression,1000,0.2939189189189189,1.2004850079587515,0.6451153201166437,12.0,406.0,0.9340842368119056,0.9928600320067531,0.8787878787878788,0.935823955397316,56457.0,87.0,,1000.0,
Creditcard Fraud,3,K-Means,Logistic Regression,1000,0.7243243243243244,0.5120083389549723,0.8619379607149638,31.0,20.0,0.8267000701609064,0.9996482774387563,0.6836734693877551,0.8416608734132557,56843.0,67.0,,1000.0,1000.0
Creditcard Fraud,3,K-Means on Autoencoder Encoding,Logistic Regression,1000,0.6632653061224489,10.035273233792097,0.8313424819481985,33.0,33.0,0.8141746650800618,0.9994196577739479,0.6632653061224489,0.8313424819481983,56830.0,65.0,0.5877161424994175,1000.0,1000.0
Creditcard Fraud,3,No Oversampling,Logistic Regression,1000,0.5147058823529411,,0.7570629230723103,63.0,3.0,0.5975985398767224,0.9999472416158135,0.35714285714285715,0.6785450493793352,56860.0,35.0,,,
Creditcard Fraud,3,SMOTE,Logistic Regression,1000,0.19806763285024154,1.2654719797449143,0.5960982053405363,16.0,648.0,0.9095050431207735,0.9886041890157045,0.8367346938775511,0.9126694414466278,56215.0,82.0,,1000.0,
Creditcard Fraud,4,K-Means,Logistic Regression,1000,0.8877005347593583,0.3568370255092268,0.9437579475133232,15.0,6.0,0.9202442117544681,0.9998944832316269,0.8469387755102041,0.9234166293709156,56857.0,83.0,,1000.0,1000.0
Creditcard Fraud,4,K-Means on Autoencoder Encoding,Logistic Regression,1000,0.6347305389221557,2.7469235513570833,0.8170971493784442,45.0,16.0,0.7352986826370549,0.999718621951005,0.5408163265306123,0.7702674742408087,56847.0,53.0,0.5884530278254149,1000.0,1000.0
Creditcard Fraud,4,No Oversampling,Logistic Regression,1000,0.7272727272727273,,0.8634517774609892,42.0,0.0,0.7559289460184544,1.0,0.5714285714285714,0.7857142857142857,56863.0,56.0,,,
Creditcard Fraud,4,SMOTE,Logistic Regression,1000,0.25,1.1246627532136788,0.6226682153014538,10.0,518.0,0.9432810407405339,0.9908903856637884,0.8979591836734694,0.9444247846686289,56345.0,88.0,,1000.0,
Creditcard Fraud,5,K-Means,Logistic Regression,1000,0.8187134502923976,0.40004646556131007,0.9092204626078475,28.0,3.0,0.8451319599480197,0.9999472416158135,0.7142857142857143,0.8571164779507638,56860.0,70.0,,1000.0,1000.0
Creditcard Fraud,5,No Oversampling,Logistic Regression,1000,0.453125,,0.7262549266657293,69.0,1.0,0.5439790099706372,0.9999824138719379,0.29591836734693877,0.6479503906094383,56862.0,29.0,,,
Creditcard Fraud,5,SMOTE,Logistic Regression,1000,0.4474393530997305,1.1455668798097896,0.7228169984580827,15.0,190.0,0.9187539629816479,0.9966586356681849,0.8469387755102041,0.9217987055891945,56673.0,83.0,,1000.0,
