Dataset,Oversampling,Classifier,k,,Balanced F-Measure,F1-Score Macro,FN,FP,G-Measure,Majority Accuracy,Minority Accuracy,ROC AUC Score,TN,TP
Creditcard Fraud,No Oversampling,Logistic Regression,1000,count,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Creditcard Fraud,No Oversampling,Logistic Regression,1000,mean,0.7039455274694525,0.8517397755064395,34.5,18.5,0.8025392967157345,0.9996746566308496,0.6515151515151515,0.8255949040730005,56844.5,64.5
Creditcard Fraud,No Oversampling,Logistic Regression,1000,std,0.040232733562521605,0.020091409936179583,19.091883092036785,24.748737341529164,0.11993244524487151,0.000435234464265572,0.1928473039599675,0.096206034747851,24.748737341529164,19.091883092036785
Creditcard Fraud,No Oversampling,Logistic Regression,1000,min,0.6754966887417219,0.8375330032969681,21.0,1.0,0.7177342513988016,0.9993668993897613,0.5151515151515151,0.7575669645117264,56827.0,51.0
Creditcard Fraud,No Oversampling,Logistic Regression,1000,25%,0.6897211081055872,0.8446363894017038,27.75,9.75,0.7601367740572682,0.9995207780103055,0.5833333333333333,0.7915809342923635,56835.75,57.75
Creditcard Fraud,No Oversampling,Logistic Regression,1000,50%,0.7039455274694525,0.8517397755064395,34.5,18.5,0.8025392967157345,0.9996746566308496,0.6515151515151515,0.8255949040730005,56844.5,64.5
Creditcard Fraud,No Oversampling,Logistic Regression,1000,75%,0.7181699468333178,0.8588431616111751,41.25,27.25,0.8449418193742011,0.9998285352513938,0.7196969696969696,0.8596088738536376,56853.25,71.25
Creditcard Fraud,No Oversampling,Logistic Regression,1000,max,0.7323943661971831,0.8659465477159108,48.0,36.0,0.8873443420326675,0.9999824138719379,0.7878787878787878,0.8936228436342746,56862.0,78.0
