Dataset,Oversampling,Classifier,Balanced F-Measure,G-Measure,ROC AUC Score
MNIST Imbalanced 1+7,K-Means,Gradient Boosting,0.9513882003957788,0.9516891931971546,0.96163094827761
MNIST Imbalanced 1+7,K-Means,Logistic Regression,0.9783947557314572,0.9787078194048725,0.9892459601386833
MNIST Imbalanced 1+7,K-Means,Random Forest,0.9826039796859756,0.9827089763110948,0.9888035344690336
MNIST Imbalanced 1+7,K-Means,Support Vector,0.9758697937377212,0.9760061810611388,0.9828976857344887
MNIST Imbalanced 1+7,K-Means on Autoencoder Encoding,Gradient Boosting,0.5097467253807535,0.5197347971574137,0.5161465225455434
MNIST Imbalanced 1+7,K-Means on Autoencoder Encoding,Logistic Regression,0.6476216660027194,0.7384553915347664,0.6731202551391826
MNIST Imbalanced 1+7,K-Means on Autoencoder Encoding,Random Forest,0.6759842987986201,0.7161976668877494,0.8008058821085864
MNIST Imbalanced 1+7,K-Means on Autoencoder Encoding,Support Vector,0.7882813795390482,0.8238839262618417,0.7567982924226254
MNIST Imbalanced 1+7,No Oversampling,Gradient Boosting,0.9623281175912756,0.9625388075635387,0.9709657295796188
MNIST Imbalanced 1+7,No Oversampling,Logistic Regression,0.9783947557314572,0.9787078194048725,0.9892459601386833
MNIST Imbalanced 1+7,No Oversampling,Random Forest,0.9784732100521575,0.9786888570562318,0.98741070170849
MNIST Imbalanced 1+7,No Oversampling,Support Vector,0.9756049992039484,0.9760329630156518,0.9883425881660721
MNIST Imbalanced 1+7,Random Clustering,Gradient Boosting,0.965145257621153,0.9652795568635508,0.9720154843658242
MNIST Imbalanced 1+7,Random Clustering,Logistic Regression,0.9797819458615336,0.9800444396172051,0.9896984681016094
MNIST Imbalanced 1+7,Random Clustering,Random Forest,0.9770024523168883,0.9773706626820153,0.9887940017584422
MNIST Imbalanced 1+7,Random Clustering,Support Vector,0.9786279186542806,0.9787043183321565,0.9838674497642379
MNIST Imbalanced 1+7,SMOTE,Gradient Boosting,0.9702927891307537,0.9706022417065651,0.9809614565803613
MNIST Imbalanced 1+7,SMOTE,Logistic Regression,0.9797819458615336,0.9800444396172051,0.9896984681016094
MNIST Imbalanced 1+7,SMOTE,Random Forest,0.9838549075391181,0.9840722017433083,0.9928923590847807
MNIST Imbalanced 1+7,SMOTE,Support Vector,0.9758697937377212,0.9760061810611388,0.9828976857344887
MNIST Imbalanced 7+8,K-Means,Gradient Boosting,0.9525599486063195,0.95275067346213,0.945046453825906
MNIST Imbalanced 7+8,K-Means,Logistic Regression,0.9625518652811005,0.962705408091892,0.9556821320077327
MNIST Imbalanced 7+8,K-Means,Random Forest,0.944906498885957,0.9451102716049717,0.9531960325113652
MNIST Imbalanced 7+8,K-Means,Support Vector,0.9436651893818248,0.9445546425240245,0.9283730158730159
MNIST Imbalanced 7+8,K-Means on Autoencoder Encoding,Gradient Boosting,0.5389998102106661,0.5508766959940773,0.5415344692518606
MNIST Imbalanced 7+8,K-Means on Autoencoder Encoding,Logistic Regression,0.6815923580460137,0.757636367389945,0.6889730186586849
MNIST Imbalanced 7+8,K-Means on Autoencoder Encoding,Random Forest,0.5351068286552159,0.5351812921174252,0.5345159226938365
MNIST Imbalanced 7+8,K-Means on Autoencoder Encoding,Support Vector,0.740390446031532,0.7955766730402745,0.723776659993989
MNIST Imbalanced 7+8,No Oversampling,Gradient Boosting,0.934614717112114,0.9347725101733843,0.9417664582639202
MNIST Imbalanced 7+8,No Oversampling,Logistic Regression,0.9637849300664383,0.9638457731538568,0.9593981287529676
MNIST Imbalanced 7+8,No Oversampling,Random Forest,0.9512534368429566,0.9513158062780257,0.9558034849951598
MNIST Imbalanced 7+8,No Oversampling,Support Vector,0.9514691122350579,0.9523272535843135,0.9693331356530096
MNIST Imbalanced 7+8,Random Clustering,Gradient Boosting,0.9453447625208906,0.9454065834015835,0.9498354307841239
MNIST Imbalanced 7+8,Random Clustering,Logistic Regression,0.9683131167763157,0.9684679383122501,0.9613573598453466
MNIST Imbalanced 7+8,Random Clustering,Random Forest,0.9402328937212658,0.9416438017304137,0.9632741188402464
MNIST Imbalanced 7+8,Random Clustering,Support Vector,0.9554209788945631,0.9569153818475277,0.9357324312414133
MNIST Imbalanced 7+8,SMOTE,Gradient Boosting,0.9520114071535307,0.9520331197136926,0.9494136960600374
MNIST Imbalanced 7+8,SMOTE,Logistic Regression,0.9684331797235023,0.9686731378289237,0.959843742861059
MNIST Imbalanced 7+8,SMOTE,Random Forest,0.9500728862973761,0.9500827176581939,0.9518532689272563
MNIST Imbalanced 7+8,SMOTE,Support Vector,0.951503225813702,0.953331024642061,0.9301224301224302
