Dataset,Oversampling,Classifier,Balanced F-Measure,G-Measure,Majority Accuracy,Minority Accuracy,ROC AUC Score
MNIST Imbalanced 1+7,K-Means,Gradient Boosting,0.9906329121386022,0.9907390947178557,1.0,0.9691629955947136,0.9845814977973568
MNIST Imbalanced 1+7,K-Means,Logistic Regression,0.9946760480797421,0.9947104964649496,1.0,0.9823788546255506,0.9911894273127753
MNIST Imbalanced 1+7,K-Means,Random Forest,0.9865457562825983,0.9867638731460578,1.0,0.9559471365638766,0.9779735682819384
MNIST Imbalanced 1+7,K-Means,Support Vector,0.9892754638834317,0.9894144522753814,1.0,0.9647577092511013,0.9823788546255506
MNIST Imbalanced 1+7,K-Means on Autoencoder Encoding,Gradient Boosting,0.5697800472502168,0.5701253229021235,0.8414096916299559,0.3039647577092511,0.5726872246696035
MNIST Imbalanced 1+7,K-Means on Autoencoder Encoding,Logistic Regression,0.8777744185864156,0.8841474317831389,0.9251101321585903,0.920704845814978,0.9229074889867841
MNIST Imbalanced 1+7,K-Means on Autoencoder Encoding,Random Forest,0.6339552321912469,0.7453150178220217,0.9991189427312775,0.20704845814977973,0.6030837004405287
MNIST Imbalanced 1+7,K-Means on Autoencoder Encoding,Support Vector,0.9688281965212084,0.9690249044023049,0.9850220264317181,0.9691629955947136,0.9770925110132158
MNIST Imbalanced 1+7,No Oversampling,Gradient Boosting,0.9865457562825983,0.9867638731460578,1.0,0.9559471365638766,0.9779735682819384
MNIST Imbalanced 1+7,No Oversampling,Logistic Regression,0.9879130902081044,0.9880893801723555,1.0,0.960352422907489,0.9801762114537445
MNIST Imbalanced 1+7,No Oversampling,Random Forest,0.9824776864133291,0.9827411831508575,0.9991189427312775,0.947136563876652,0.9731277533039648
MNIST Imbalanced 1+7,No Oversampling,Support Vector,0.9768325397055688,0.9774727005200042,1.0,0.9251101321585903,0.9625550660792952
MNIST Imbalanced 1+7,Random Clustering,Gradient Boosting,0.9826039796859756,0.9827089763110948,0.9973568281938326,0.9559471365638766,0.9766519823788546
MNIST Imbalanced 1+7,Random Clustering,Logistic Regression,0.9906329121386022,0.9907390947178557,1.0,0.9691629955947136,0.9845814977973568
MNIST Imbalanced 1+7,Random Clustering,Random Forest,0.9796334418287036,0.9801296288016866,1.0,0.933920704845815,0.9669603524229076
MNIST Imbalanced 1+7,Random Clustering,Support Vector,0.9824136400070322,0.9827846896510589,1.0,0.9427312775330396,0.9713656387665198
MNIST Imbalanced 1+7,SMOTE,Gradient Boosting,0.9865943298542896,0.9867327988179867,0.9991189427312775,0.960352422907489,0.9797356828193833
MNIST Imbalanced 1+7,SMOTE,Logistic Regression,0.9946760480797421,0.9947104964649496,1.0,0.9823788546255506,0.9911894273127753
MNIST Imbalanced 1+7,SMOTE,Random Forest,0.9865457562825983,0.9867638731460578,1.0,0.9559471365638766,0.9779735682819384
MNIST Imbalanced 1+7,SMOTE,Support Vector,0.9906664382388214,0.990720180791395,0.9991189427312775,0.973568281938326,0.9863436123348017
MNIST Imbalanced 7+8,K-Means,Gradient Boosting,0.9680693279091448,0.9681086745544633,0.9873540856031129,0.9560975609756097,0.9717258232893613
MNIST Imbalanced 7+8,K-Means,Logistic Regression,0.9795221600075923,0.9795221600075923,0.9931906614785992,0.9658536585365853,0.9795221600075923
MNIST Imbalanced 7+8,K-Means,Random Forest,0.948503185511442,0.9485253508856354,0.9844357976653697,0.9073170731707317,0.9458764354180507
MNIST Imbalanced 7+8,K-Means,Support Vector,0.9685520445924263,0.9688948249636905,0.9834630350194552,0.975609756097561,0.9795363955585081
MNIST Imbalanced 7+8,K-Means on Autoencoder Encoding,Gradient Boosting,0.5548567302576575,0.6626824833253971,0.9922178988326849,0.11219512195121951,0.5522065103919522
MNIST Imbalanced 7+8,K-Means on Autoencoder Encoding,Logistic Regression,0.890659178244162,0.8982620275858884,0.9270428015564203,0.9560975609756097,0.941570181266015
MNIST Imbalanced 7+8,K-Means on Autoencoder Encoding,Random Forest,0.5573533325355562,0.6199237691489711,0.9785992217898832,0.12682926829268293,0.5527142450412832
MNIST Imbalanced 7+8,K-Means on Autoencoder Encoding,Support Vector,0.8901461154668567,0.9003749877528279,0.9202334630350194,0.9804878048780488,0.950360633956534
MNIST Imbalanced 7+8,No Oversampling,Gradient Boosting,0.9644774370744544,0.9645694196692718,0.9912451361867705,0.926829268292683,0.9590372022397268
MNIST Imbalanced 7+8,No Oversampling,Logistic Regression,0.9836863369613984,0.983815599530593,0.9980544747081712,0.9560975609756097,0.9770760178418905
MNIST Imbalanced 7+8,No Oversampling,Random Forest,0.951059010884195,0.9511823107752791,0.9873540856031129,0.9024390243902439,0.9448965549966784
MNIST Imbalanced 7+8,No Oversampling,Support Vector,0.9661592361932333,0.9661819842055911,0.9902723735408561,0.9365853658536586,0.9634288696972573
MNIST Imbalanced 7+8,Random Clustering,Gradient Boosting,0.9661592361932333,0.9661819842055911,0.9902723735408561,0.9365853658536586,0.9634288696972573
MNIST Imbalanced 7+8,Random Clustering,Logistic Regression,0.9838152868750246,0.9838386145020777,0.9961089494163424,0.9658536585365853,0.9809813039764639
MNIST Imbalanced 7+8,Random Clustering,Random Forest,0.9636018341762934,0.964475541240512,0.9970817120622568,0.8975609756097561,0.9473213438360064
MNIST Imbalanced 7+8,Random Clustering,Support Vector,0.9728913466845794,0.973294486594272,0.9844357976653697,0.9853658536585366,0.9849008256619531
MNIST Imbalanced 7+8,SMOTE,Gradient Boosting,0.9678205371547879,0.9678205371547879,0.9892996108949417,0.9463414634146341,0.9678205371547879
MNIST Imbalanced 7+8,SMOTE,Logistic Regression,0.982378665752015,0.9823889673476129,0.995136186770428,0.9658536585365853,0.9804949226535067
MNIST Imbalanced 7+8,SMOTE,Random Forest,0.948503185511442,0.9485253508856354,0.9844357976653697,0.9073170731707317,0.9458764354180507
MNIST Imbalanced 7+8,SMOTE,Support Vector,0.9702602529365889,0.9709361273006261,0.9815175097276264,0.9902439024390244,0.9858807060833255
