Dataset,Oversampling,Classifier,k,,AE Loss CE,AE Loss CE Validation,AE Loss MSE,AE Loss MSE Validation,Balanced F-Measure,Diversity,F1-Score Macro,FN,FP,G-Measure,Majority Accuracy,Minority Accuracy,Minority Cluster Count,ROC AUC Score,TN,TP
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,1000,std,0.001828452068444299,0.006876060043491423,3.499228840506855e-05,1.0277521498331103e-05,0.2547218317526691,1.6994172086469206,0.12736311334199288,26.627053911388696,27.31910198621714,0.37259050626373236,0.00048043722607350736,0.2717046317488643,0.0,0.13561471967642214,27.319101986217138,26.627053911388696
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,1000,min,0.5874773565033538,0.5806681680730805,0.0015220461538132748,0.0016526938734051293,0.0,23.347519410496286,0.4995431302605915,45.0,6.0,0.0,0.9989624184443311,0.0,1.0,0.49994724161581344,56804.0,0.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,1000,25%,0.588223351918457,0.5847783406777478,0.0015433627693711535,0.0016586027435137466,0.15602836879432624,23.499830782669726,0.5775726207977061,60.5,13.5,0.23685802175885567,0.9992965548775126,0.11224489795918367,1.0,0.5560037426151722,56823.0,11.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,1000,50%,0.5889693473335602,0.5888885132824152,0.0015646793849290325,0.001664511613622364,0.3120567375886525,23.65214215484317,0.6556021113348207,76.0,21.0,0.47371604351771135,0.9996306913106942,0.22448979591836735,1.0,0.6120602436145308,56842.0,22.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,1000,75%,0.5900420487148346,0.5916073155587096,0.00157805327662779,0.0016688396593707152,0.4084093211752786,25.041801965745734,0.7037628840458703,87.0,40.0,0.6043682887872748,0.9997625872711605,0.38265306122448983,1.0,0.6909748080510013,56849.5,37.5
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,1000,max,0.591114750096109,0.5943261178350041,0.0015914271683265477,0.0016731677051190664,0.5047619047619047,26.4314617766483,0.7519236567569197,98.0,59.0,0.7350205340568381,0.9998944832316269,0.5408163265306123,1.0,0.7698893724874718,56857.0,53.0
Creditcard Fraud,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,count,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Creditcard Fraud,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,mean,0.5889638367920036,0.5891603236644084,0.0015911446852992328,0.0016435369533910967,0.5979903574293635,0.069476494617422,0.7980422306247921,32.2,183.2,0.8091891660783113,0.9967782213390078,0.6720676149247578,1.6,0.8344229181318827,56679.8,66.2
Creditcard Fraud,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,std,0.0015039796101614332,0.005707320442983393,5.626678718258737e-05,9.538464552103279e-05,0.26603858217352844,0.011920467227590542,0.13454945125245363,20.992855927672156,387.57799215125715,0.1341806482190659,0.006815996204056388,0.21477543359598758,1.5165750888103102,0.10535143458827902,387.5779921512572,21.393924371185385
Creditcard Fraud,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,min,0.587540677243429,0.5803527631905053,0.001544864612794502,0.0015355492203822266,0.16729323308270677,0.058425468999956376,0.5797213994582415,10.0,1.0,0.6388653295360569,0.9845945518175263,0.40816326530612246,0.0,0.704064046524999,55987.0,40.0
Creditcard Fraud,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,25%,0.5878145125220481,0.5881022135112515,0.0015473563012919022,0.0015627787829066075,0.5714285714285714,0.059324252752479545,0.7854506236236211,21.0,1.0,0.692519604467076,0.9993668993897613,0.47959183673469385,1.0,0.7397871253033159,56827.0,47.0
Creditcard Fraud,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,50%,0.5889452321318246,0.5888799982418248,0.0015591866858365726,0.0016614761053795897,0.6438356164383562,0.06576840188705635,0.8216892890235656,21.0,2.0,0.8863974661754381,0.9999648277438756,0.7857142857142857,1.0,0.8928483497931117,56861.0,77.0
Creditcard Fraud,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,75%,0.5891767284076396,0.5940719096455772,0.0016438514108380626,0.0016883176540075488,0.7323943661971831,0.07883709087261881,0.8659465477159108,51.0,36.0,0.8873443420326675,0.9999824138719379,0.7878787878787878,2.0,0.8936228436342746,56862.0,78.0
Creditcard Fraud,K-Means on Autoencoder Encoding (SMOTE Original Space),Logistic Regression,1000,max,0.5913420336550763,0.5943947337328832,0.0016604644157351253,0.00176956300427951,0.875,0.08502725857499893,0.9374032933026217,58.0,876.0,0.9408190881803169,0.9999824138719379,0.898989898989899,4.0,0.9417922254037127,56862.0,89.0
Creditcard Fraud,No Oversampling,Logistic Regression,1000,count,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0
Creditcard Fraud,No Oversampling,Logistic Regression,1000,mean,,,,,0.6205989329129147,,0.8100498356423815,48.6,8.2,0.7005170178594566,0.9998557937498902,0.5055040197897341,,0.752679906769812,56854.8,49.8
Creditcard Fraud,No Oversampling,Logistic Regression,1000,std,,,,,0.12860028894173683,,0.0643442576868226,18.902380802428038,15.578831791889918,0.135432386262344,0.00027397133095144574,0.1937213273110949,,0.09675266613005051,15.578831791889916,19.279522815671555
Creditcard Fraud,No Oversampling,Logistic Regression,1000,min,,,,,0.453125,,0.7262549266657293,21.0,0.0,0.5439790099706372,0.9993668993897613,0.29591836734693877,,0.6479503906094383,56827.0,29.0
Creditcard Fraud,No Oversampling,Logistic Regression,1000,25%,,,,,0.5147058823529411,,0.7570629230723103,42.0,1.0,0.5975985398767224,0.9999472416158135,0.35714285714285715,,0.6785450493793352,56860.0,35.0
Creditcard Fraud,No Oversampling,Logistic Regression,1000,50%,,,,,0.6754966887417219,,0.8375330032969681,48.0,1.0,0.7177342513988016,0.9999824138719379,0.5151515151515151,,0.7575669645117264,56862.0,51.0
Creditcard Fraud,No Oversampling,Logistic Regression,1000,75%,,,,,0.7272727272727273,,0.8634517774609892,63.0,3.0,0.7559289460184544,0.9999824138719379,0.5714285714285714,,0.7857142857142857,56862.0,56.0
Creditcard Fraud,No Oversampling,Logistic Regression,1000,max,,,,,0.7323943661971831,,0.8659465477159108,69.0,36.0,0.8873443420326675,1.0,0.7878787878787878,,0.8936228436342746,56863.0,78.0
Creditcard Fraud,SMOTE,Logistic Regression,1000,count,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Creditcard Fraud,SMOTE,Logistic Regression,1000,mean,,,,,0.12133034451141593,0.07940571705565613,0.5533276358845953,9.4,1628.4,0.9367901936261032,0.9713627490635387,0.9043290043290042,0.0,0.9378458766962716,55234.6,89.0
Creditcard Fraud,SMOTE,Logistic Regression,1000,std,,,,,0.05747810006592347,0.005247660080471998,0.032943128789689184,4.774934554525329,1006.2451490566302,0.018166537458628305,0.01769595605326188,0.04877333550789788,0.0,0.017413566632581135,1006.2451490566302,5.1478150704935
Creditcard Fraud,SMOTE,Logistic Regression,1000,min,,,,,0.05675833820947923,0.07137448215071007,0.5137917258889867,2.0,689.0,0.9135272962878042,0.9433374953836414,0.8571428571428571,0.0,0.9153818325247902,53641.0,84.0
Creditcard Fraud,SMOTE,Logistic Regression,1000,25%,,,,,0.08823529411764706,0.07847680138266533,0.5358053179978485,8.0,879.0,0.9256551370545574,0.9674304908288343,0.8673469387755102,0.0,0.9276150482703325,55011.0,85.0
Creditcard Fraud,SMOTE,Logistic Regression,1000,50%,,,,,0.09988109393579073,0.07904702902885585,0.543196070845301,10.0,1500.0,0.9407938814798766,0.9736208079067232,0.898989898989899,0.0,0.9417658462116194,55363.0,89.0
Creditcard Fraud,SMOTE,Logistic Regression,1000,75%,,,,,0.1668228678537957,0.083278023506006,0.5794728213463756,13.0,1852.0,0.9425797436875852,0.9845417934333398,0.9183673469387755,0.0,0.942898918883805,55984.0,90.0
Creditcard Fraud,SMOTE,Logistic Regression,1000,max,,,,,0.19495412844036697,0.08485224921004342,0.5943722433444649,14.0,3222.0,0.9613949096206916,0.9878831577651549,0.9797979797979798,0.0,0.9615677375908105,56174.0,97.0
