Dataset,Oversampling,Classifier,k,,Balanced F-Measure,Diversity,F1-Score Macro,FN,FP,G-Measure,Majority Accuracy,Minority Accuracy,ROC AUC Score,TN,TP,ae_loss,k,kmeans_n_init
Creditcard Fraud,No Oversampling,Logistic Regression,492,50%,0.6754966887417219,,0.8375330032969681,48.0,1.0,0.7177342513988016,0.9999824138719379,0.5151515151515151,0.7575669645117264,56862.0,51.0,,,
Creditcard Fraud,No Oversampling,Logistic Regression,492,75%,0.7272727272727273,,0.8634517774609892,63.0,3.0,0.7559289460184544,0.9999824138719379,0.5714285714285714,0.7857142857142857,56862.0,56.0,,,
Creditcard Fraud,No Oversampling,Logistic Regression,492,max,0.7323943661971831,,0.8659465477159108,69.0,36.0,0.8873443420326675,1.0,0.7878787878787878,0.8936228436342746,56863.0,78.0,,,
Creditcard Fraud,SMOTE,Logistic Regression,492,count,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0
Creditcard Fraud,SMOTE,Logistic Regression,492,mean,0.26693386240848477,1.1633968560870778,0.6308399432961209,11.4,582.2,0.9350544291760894,0.9897613562421961,0.8840032982890126,0.9368823272656044,56280.8,87.0,,492.0,
Creditcard Fraud,SMOTE,Logistic Regression,492,std,0.11826748534020537,0.07221588572706764,0.06056308936549107,4.774934554525329,358.4211210294393,0.02341965894236918,0.006303239734615501,0.04884751168875378,0.022130162059250325,358.42112102943935,5.1478150704935,,0.0,
Creditcard Fraud,SMOTE,Logistic Regression,492,min,0.14221556886227546,1.084678077464274,0.5660184321022927,4.0,187.0,0.9093675108353881,0.9799166417529852,0.8367346938775511,0.912519959358099,55721.0,82.0,,492.0,
Creditcard Fraud,SMOTE,Logistic Regression,492,25%,0.1940828402366864,1.1235099107052227,0.5940301976769979,10.0,400.0,0.918778279899881,0.9883052248386472,0.8469387755102041,0.9218250847812878,56198.0,83.0,,492.0,
Creditcard Fraud,SMOTE,Logistic Regression,492,50%,0.2503556187766714,1.141831043784891,0.6228504615050299,12.0,517.0,0.9341338706617672,0.9909079717918506,0.8787878787878788,0.9358767137815025,56346.0,87.0,,492.0,
Creditcard Fraud,SMOTE,Logistic Regression,492,75%,0.29692832764505117,1.1961743943839753,0.6466465916049111,15.0,665.0,0.9432894112867712,0.9929655487751262,0.8979591836734694,0.94443357773266,56463.0,88.0,,492.0,
Creditcard Fraud,SMOTE,Logistic Regression,492,max,0.45108695652173914,1.2707908540970259,0.7246540335913731,16.0,1142.0,0.9697030731966388,0.9967113940523715,0.9595959595959596,0.9697563006744724,56676.0,95.0,,492.0,
