Dataset,Oversampling,Classifier,k,,AE Loss CE,AE Loss CE Validation,AE Loss MSE,AE Loss MSE Validation,Balanced F-Measure,Diversity,F1-Score Macro,FN,FP,G-Measure,Majority Accuracy,Minority Accuracy,ROC AUC Score,TN,TP,k
Creditcard Fraud,K-Means,Logistic Regression,100,count,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Creditcard Fraud,K-Means,Logistic Regression,100,mean,,,,,0.7806611084595753,0.7825644003003962,0.890157351662849,28.0,11.4,0.8429174547509437,0.9997995181400912,0.7150896722325294,0.8574445951863101,56851.6,70.4,100.0
Creditcard Fraud,K-Means,Logistic Regression,100,std,,,,,0.07693295044038428,0.10982257102077496,0.03852230886689147,12.267844146385297,17.184295155751954,0.07432158992530166,0.00030220521526744655,0.12564724944118177,0.06273662123334062,17.184295155751954,12.621410380777577,0.0
Creditcard Fraud,K-Means,Logistic Regression,100,min,,,,,0.6746987951807228,0.6358431796696706,0.8371120474725655,12.0,1.0,0.7558491786303303,0.9992789687494504,0.5714285714285714,0.7856087689459126,56822.0,56.0,100.0
Creditcard Fraud,K-Means,Logistic Regression,100,25%,,,,,0.7547169811320755,0.7162003086743196,0.8771870815842071,21.0,1.0,0.7824539161778173,0.9997889664632538,0.6122448979591837,0.8061136559155608,56851.0,60.0,100.0
Creditcard Fraud,K-Means,Logistic Regression,100,50%,,,,,0.7665198237885462,0.8156706532329028,0.8830268362634297,27.0,2.0,0.8527878677901622,0.9999648277438756,0.7272727272727273,0.8636187775083014,56861.0,72.0,100.0
Creditcard Fraud,K-Means,Logistic Regression,100,75%,,,,,0.8323699421965318,0.8224519125337615,0.9160574996914213,38.0,12.0,0.8863974661754381,0.9999824138719379,0.7857142857142857,0.8928483497931117,56862.0,77.0,100.0
Creditcard Fraud,K-Means,Logistic Regression,100,max,,,,,0.875,0.9226559473913265,0.9374032933026217,42.0,41.0,0.9370988449809703,0.9999824138719379,0.8787878787878788,0.9390334237686646,56862.0,87.0,100.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,100,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,100,mean,0.5887534432585525,0.5943353397952285,0.0013701639191518464,0.0044792497596916865,0.7264150943396226,2.3867036904032135,0.8629525169179469,22.0,36.0,0.8816378883600889,0.9993668993897613,0.7777777777777778,0.8885723385837696,56827.0,77.0,100.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,100,std,,,,,,,,,,,,,,,,
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,100,min,0.5887534432585525,0.5943353397952285,0.0013701639191518464,0.0044792497596916865,0.7264150943396226,2.3867036904032135,0.8629525169179469,22.0,36.0,0.8816378883600889,0.9993668993897613,0.7777777777777778,0.8885723385837696,56827.0,77.0,100.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,100,25%,0.5887534432585525,0.5943353397952285,0.0013701639191518464,0.0044792497596916865,0.7264150943396226,2.3867036904032135,0.8629525169179469,22.0,36.0,0.8816378883600889,0.9993668993897613,0.7777777777777778,0.8885723385837696,56827.0,77.0,100.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,100,50%,0.5887534432585525,0.5943353397952285,0.0013701639191518464,0.0044792497596916865,0.7264150943396226,2.3867036904032135,0.8629525169179469,22.0,36.0,0.8816378883600889,0.9993668993897613,0.7777777777777778,0.8885723385837696,56827.0,77.0,100.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,100,75%,0.5887534432585525,0.5943353397952285,0.0013701639191518464,0.0044792497596916865,0.7264150943396226,2.3867036904032135,0.8629525169179469,22.0,36.0,0.8816378883600889,0.9993668993897613,0.7777777777777778,0.8885723385837696,56827.0,77.0,100.0
Creditcard Fraud,K-Means on Autoencoder Encoding,Logistic Regression,100,max,0.5887534432585525,0.5943353397952285,0.0013701639191518464,0.0044792497596916865,0.7264150943396226,2.3867036904032135,0.8629525169179469,22.0,36.0,0.8816378883600889,0.9993668993897613,0.7777777777777778,0.8885723385837696,56827.0,77.0,100.0
Creditcard Fraud,No Oversampling,Logistic Regression,100,count,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0
Creditcard Fraud,No Oversampling,Logistic Regression,100,mean,,,,,0.6205989329129147,,0.8100498356423815,48.6,8.2,0.7005170178594566,0.9998557937498902,0.5055040197897341,0.752679906769812,56854.8,49.8,
Creditcard Fraud,No Oversampling,Logistic Regression,100,std,,,,,0.12860028894173683,,0.0643442576868226,18.902380802428038,15.578831791889918,0.135432386262344,0.00027397133095144574,0.1937213273110949,0.09675266613005051,15.578831791889916,19.279522815671555,
Creditcard Fraud,No Oversampling,Logistic Regression,100,min,,,,,0.453125,,0.7262549266657293,21.0,0.0,0.5439790099706372,0.9993668993897613,0.29591836734693877,0.6479503906094383,56827.0,29.0,
Creditcard Fraud,No Oversampling,Logistic Regression,100,25%,,,,,0.5147058823529411,,0.7570629230723103,42.0,1.0,0.5975985398767224,0.9999472416158135,0.35714285714285715,0.6785450493793352,56860.0,35.0,
Creditcard Fraud,No Oversampling,Logistic Regression,100,50%,,,,,0.6754966887417219,,0.8375330032969681,48.0,1.0,0.7177342513988016,0.9999824138719379,0.5151515151515151,0.7575669645117264,56862.0,51.0,
Creditcard Fraud,No Oversampling,Logistic Regression,100,75%,,,,,0.7272727272727273,,0.8634517774609892,63.0,3.0,0.7559289460184544,0.9999824138719379,0.5714285714285714,0.7857142857142857,56862.0,56.0,
Creditcard Fraud,No Oversampling,Logistic Regression,100,max,,,,,0.7323943661971831,,0.8659465477159108,69.0,36.0,0.8873443420326675,1.0,0.7878787878787878,0.8936228436342746,56863.0,78.0,
Creditcard Fraud,SMOTE,Logistic Regression,100,count,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Creditcard Fraud,SMOTE,Logistic Regression,100,mean,,,,,0.268697403116236,1.1645572592926534,0.6317771370837535,11.4,569.8,0.9351597208459885,0.9899794242301672,0.8840032982890126,0.9369913612595899,56293.2,87.0,100.0
Creditcard Fraud,SMOTE,Logistic Regression,100,std,,,,,0.11542248749806018,0.07520655301477756,0.0590802610490459,4.774934554525329,342.62472181674224,0.02350634573645814,0.006025442235139607,0.04884751168875378,0.022215141343408712,342.62472181674224,5.1478150704935,0.0
Creditcard Fraud,SMOTE,Logistic Regression,100,min,,,,,0.1462663587374904,1.078741326661925,0.5682097609447718,4.0,189.0,0.9095212220223788,0.980567328491286,0.8367346938775511,0.91268702757469,55758.0,82.0,100.0
Creditcard Fraud,SMOTE,Logistic Regression,100,25%,,,,,0.19854721549636803,1.1261233003249327,0.5963468906229099,10.0,401.0,0.9187620686925697,0.9886393612718288,0.8469387755102041,0.9218074986532256,56217.0,83.0,100.0
Creditcard Fraud,SMOTE,Logistic Regression,100,50%,,,,,0.25360230547550433,1.146715663428477,0.6245137326649787,12.0,508.0,0.9341255985365989,0.9910662469444103,0.8787878787878788,0.9358679207174714,56355.0,87.0,100.0
Creditcard Fraud,SMOTE,Logistic Regression,100,75%,,,,,0.29642248722316866,1.194558874195395,0.6463892437351098,15.0,646.0,0.9433647428606454,0.992947962647064,0.8979591836734694,0.9445127153089399,56462.0,88.0,100.0
Creditcard Fraud,SMOTE,Logistic Regression,100,max,,,,,0.4486486486486487,1.2766471318525374,0.7234260574509976,16.0,1105.0,0.9700249721177502,0.9966762217962472,0.9595959595959596,0.9700816440436226,56674.0,95.0,100.0
